order_id,product_id,quantity,selling_price,discount_percent,total_price
1666,37,2,1047.49,23.82,2094.98
1666,7,2,452.06,17.2,904.12
1666,42,3,994.15,12.41,2982.45
1666,25,1,1236.3,15.61,1236.3
1667,27,3,1070.47,12.18,3211.41
1667,88,1,1436.69,5.29,1436.69
1667,87,2,1195.91,17.81,2391.82
1668,104,1,161.05,19.48,161.05
1668,37,1,1135.27,17.44,1135.27
1669,9,1,225.04,18.46,225.04
1670,115,1,343.25,20.73,343.25
1670,39,2,1690.58,5.87,3381.16
1670,34,2,1005.5,15.08,2011.0
1670,87,1,1144.76,21.32,1144.76
1671,83,1,660.3,6.87,660.3
1671,83,3,571.63,19.38,1714.89
1671,71,2,387.77,16.97,775.54
1672,103,3,232.52,14.83,697.56
1672,110,1,249.81,19.67,249.81
1673,117,3,787.5,12.4,2362.5
1673,85,3,773.98,21.66,2321.94
1673,50,1,187.68,14.3,187.68
1673,86,1,1090.07,18.83,1090.07
1674,108,1,1429.26,7.19,1429.26
1674,78,3,1055.82,22.19,3167.46
1674,117,2,787.71,12.38,1575.42
1675,90,2,1127.12,7.23,2254.24
1675,36,3,291.51,23.69,874.53
1676,49,2,1480.35,15.51,2960.7
1677,89,1,909.9,26.32,909.9
1677,76,2,1330.05,16.24,2660.1
1677,93,1,633.39,17.63,633.39
1677,87,2,1130.99,22.27,2261.98
1678,115,3,383.7,11.39,1151.1
1678,104,3,164.24,17.88,492.72
1679,16,1,927.1,5.2,927.1
1679,47,2,1189.92,24.97,2379.84
1679,107,2,1154.41,6.98,2308.82
1679,72,1,953.31,20.49,953.31
1680,97,3,1043.77,5.88,3131.31
1681,44,3,254.46,15.74,763.38
1681,37,1,1130.42,17.79,1130.42
1681,38,1,437.72,13.32,437.72
1681,52,2,738.29,15.43,1476.58
1682,80,1,1126.14,10.84,1126.14
1682,2,2,500.39,14.46,1000.78
1682,74,1,232.2,29.42,232.2
1683,119,2,613.79,22.99,1227.58
1683,61,3,1108.77,27.44,3326.31
1684,6,3,187.39,23.2,562.17
1684,54,2,662.95,11.49,1325.9
1685,14,3,198.8,17.17,596.4
1686,72,3,881.01,26.52,2643.03
1686,11,2,952.97,26.41,1905.94
1687,68,1,1596.23,11.07,1596.23
1687,81,1,1396.33,14.55,1396.33
1688,29,2,1075.63,15.37,2151.26
1688,56,3,640.78,28.88,1922.34
1689,89,2,958.31,22.4,1916.62
1690,93,3,572.23,25.59,1716.69
1690,98,2,797.21,28.63,1594.42
1690,24,2,393.22,5.02,786.44
1690,80,2,924.06,26.84,1848.12
1691,47,1,1385.46,12.64,1385.46
1691,44,2,230.46,23.69,460.92
1692,109,2,736.38,18.0,1472.76
1692,26,3,337.02,22.17,1011.06
1692,5,1,360.73,22.92,360.73
1693,97,1,840.59,24.2,840.59
1693,48,1,1550.79,9.42,1550.79
1693,27,3,1090.04,10.58,3270.12
1693,72,2,1006.59,16.05,2013.18
1694,105,3,1129.0,21.43,3387.0
1694,102,1,381.19,7.03,381.19
1694,5,3,411.01,12.18,1233.03
1694,45,1,417.73,25.0,417.73
1694,46,2,667.63,16.02,1335.26
1695,104,1,150.42,24.79,150.42
1696,40,2,1510.65,10.13,3021.3
1696,109,2,777.18,13.45,1554.36
1696,12,3,1225.36,13.46,3676.08
1696,93,3,588.85,23.43,1766.55
1697,22,3,564.25,24.97,1692.75
1698,42,2,1042.62,8.14,2085.24
1698,29,1,1184.34,6.82,1184.34
1699,36,3,332.61,12.93,997.83
1699,81,1,1504.96,7.9,1504.96
1699,20,3,612.79,24.9,1838.37
1699,67,1,497.81,12.82,497.81
1700,65,3,1323.44,6.07,3970.32
1701,5,3,340.59,27.22,1021.77
1701,4,1,596.03,9.55,596.03
1701,112,3,1516.66,14.36,4549.98
1701,7,2,403.99,26.01,807.98
1702,92,3,788.5,7.89,2365.5
1703,7,1,459.87,15.78,459.87
1703,56,2,645.8,28.32,1291.6
1704,27,3,1155.43,5.21,3466.29
1704,6,3,202.58,16.97,607.74
1704,31,1,579.88,27.88,579.88
1704,82,1,907.9,16.4,907.9
1705,13,1,1448.27,6.86,1448.27
1705,36,3,355.11,7.04,1065.33
1706,93,3,708.89,7.82,2126.67
1706,90,1,1057.03,13.0,1057.03
1707,93,3,691.67,10.06,2075.01
1707,1,2,1080.62,10.17,2161.24
1708,17,2,544.88,24.01,1089.76
1708,83,2,571.29,19.42,1142.58
1708,118,1,1294.66,13.52,1294.66
1709,52,2,687.2,21.28,1374.4
1709,65,3,1230.75,12.65,3692.25
1710,1,3,916.99,23.77,2750.97
1710,13,1,1361.17,12.46,1361.17
1710,52,1,677.92,22.35,677.92
1710,89,1,1069.37,13.41,1069.37
1711,47,1,1493.95,5.8,1493.95
1711,46,1,567.94,28.56,567.94
1711,73,2,853.11,18.13,1706.22
1711,16,2,836.93,14.42,1673.86
1712,77,1,1209.71,29.75,1209.71
1712,85,1,840.17,14.96,840.17
1712,2,3,505.28,13.63,1515.84
1713,120,1,860.56,10.82,860.56
1713,81,2,1356.71,16.97,2713.42
1713,9,3,235.68,14.61,707.04
1714,116,3,1175.52,24.11,3526.56
1714,26,1,387.77,10.44,387.77
1714,10,3,1066.98,29.39,3200.94
1715,89,1,934.43,24.34,934.43
1715,116,1,1440.45,7.01,1440.45
1715,15,2,354.48,18.88,708.96
1715,20,2,738.49,9.5,1476.98
1716,58,3,1037.36,8.52,3112.08
1717,75,2,711.59,15.59,1423.18
1717,59,3,821.15,16.97,2463.45
1717,76,1,1391.21,12.39,1391.21
1718,8,3,1386.01,16.3,4158.03
1718,86,1,1051.3,21.72,1051.3
1718,28,1,430.44,29.32,430.44
1719,17,3,677.92,5.45,2033.76
1720,14,2,208.71,13.04,417.42
1720,10,3,1350.0,10.66,4050.0
1720,65,2,1285.44,8.77,2570.88
1720,41,1,614.43,15.13,614.43
1721,68,2,1378.12,23.22,2756.24
1721,88,3,1101.66,27.38,3304.98
1721,85,3,895.04,9.41,2685.12
1721,42,2,1037.24,8.61,2074.48
1721,35,1,144.21,29.65,144.21
1722,28,3,452.19,25.75,1356.57
1722,23,2,1410.89,13.71,2821.78
1723,49,1,1495.92,14.62,1495.92
1723,58,2,831.77,26.65,1663.54
1723,8,3,1468.96,11.29,4406.88
1723,63,3,1380.03,15.08,4140.09
1724,72,1,1011.41,15.65,1011.41
1724,115,1,407.15,5.97,407.15
1725,40,2,1179.32,29.84,2358.64
1725,1,1,873.93,27.35,873.93
1726,71,1,401.61,14.0,401.61
1726,97,1,917.2,17.3,917.2
1727,39,3,1700.48,5.32,5101.44
1728,3,2,762.4,25.69,1524.8
1728,19,2,1450.64,9.56,2901.28
1728,47,2,1239.75,21.83,2479.5
1728,59,1,911.02,7.88,911.02
1729,82,2,877.3,19.22,1754.6
1729,76,1,1133.77,28.6,1133.77
1730,65,2,1254.94,10.93,2509.88
1730,49,3,1563.71,10.75,4691.13
1730,8,1,1467.49,11.38,1467.49
1730,19,1,1404.28,12.45,1404.28
1731,103,2,214.92,21.28,429.84
1731,20,2,650.17,20.32,1300.34
1731,64,3,478.09,9.11,1434.27
1732,85,1,720.77,27.05,720.77
1732,44,2,248.33,17.77,496.66
1733,85,1,715.97,27.53,715.97
1733,89,2,930.6,24.65,1861.2
1734,23,3,1374.1,15.96,4122.3
1734,100,2,379.05,14.44,758.1
1734,71,2,439.21,5.95,878.42
1735,88,3,1122.44,26.01,3367.32
1735,26,3,406.41,6.14,1219.23
1735,84,2,1455.72,6.62,2911.44
1735,101,1,1572.81,8.88,1572.81
1736,87,1,1336.71,8.13,1336.71
1736,51,2,1383.0,11.23,2766.0
1736,59,1,782.42,20.89,782.42
1736,23,2,1455.56,10.97,2911.12
1737,89,3,1097.69,11.12,3293.07
1737,76,1,1471.72,7.32,1471.72
1738,91,2,331.94,5.97,663.88
1738,97,2,989.68,10.76,1979.36
1738,25,2,1224.52,16.42,2449.04
1739,60,3,954.1,19.08,2862.3
1739,117,3,709.78,21.05,2129.34
1739,63,2,1268.82,21.92,2537.64
1739,25,1,1203.53,17.85,1203.53
1740,22,2,548.51,27.06,1097.02
1740,66,1,1249.51,8.46,1249.51
1740,38,3,403.53,20.09,1210.59
1741,7,2,508.24,6.92,1016.48
1741,80,2,905.14,28.33,1810.28
1741,117,1,760.98,15.35,760.98
1741,116,1,1205.52,22.17,1205.52
1742,52,2,701.2,19.68,1402.4
1742,62,1,379.08,29.93,379.08
1742,98,2,900.51,19.38,1801.02
1743,120,1,824.43,14.57,824.43
1743,8,3,1510.3,8.8,4530.9
1743,16,2,696.12,28.82,1392.24
1743,60,2,1028.28,12.78,2056.56
1744,39,3,1568.19,12.68,4704.57
1745,24,3,312.61,24.49,937.83
1745,72,1,1073.77,10.44,1073.77
1745,89,1,1020.27,17.39,1020.27
1745,95,1,857.03,12.1,857.03
1746,19,2,1179.83,26.44,2359.66
1746,7,3,427.28,21.74,1281.84
1746,1,1,1034.34,14.02,1034.34
1746,103,1,234.74,14.02,234.74
1747,1,1,942.74,21.63,942.74
1747,101,1,1287.79,25.39,1287.79
1747,22,1,631.88,15.97,631.88
1748,53,2,839.93,23.36,1679.86
1748,109,1,848.4,5.52,848.4
1748,87,2,1345.16,7.55,2690.32
1748,96,3,518.15,23.91,1554.45
1749,94,2,604.65,7.83,1209.3
1750,54,2,573.65,23.41,1147.3
1750,80,2,1083.04,14.25,2166.08
1750,9,1,239.46,13.24,239.46
1750,96,2,591.27,13.18,1182.54
1751,30,3,739.33,20.76,2217.99
1751,77,3,1462.97,15.04,4388.91
1751,20,2,772.11,5.38,1544.22
1752,80,1,1167.51,7.56,1167.51
1752,56,3,705.37,21.71,2116.11
1753,1,3,1013.67,15.74,3041.01
1753,72,3,1089.89,9.1,3269.67
1753,27,1,1040.46,14.65,1040.46
1754,40,1,1424.81,15.24,1424.81
1754,80,3,1182.16,6.4,3546.48
1754,5,3,403.39,13.81,1210.17
1754,27,1,956.84,21.51,956.84
1754,63,2,1360.99,16.25,2721.98
1755,87,1,1047.3,28.02,1047.3
1755,30,1,786.37,15.72,786.37
1755,3,1,735.06,28.36,735.06
1755,88,2,1250.21,17.59,2500.42
1756,108,1,1174.03,23.76,1174.03
1756,34,2,865.06,26.94,1730.12
1756,36,2,352.75,7.66,705.5
1756,21,2,308.44,24.03,616.88
1757,56,3,757.86,15.89,2273.58
1758,76,1,1480.54,6.77,1480.54
1759,95,2,845.68,13.26,1691.36
1759,93,2,667.6,13.19,1335.2
1759,23,2,1391.86,14.87,2783.72
1760,119,2,681.13,14.54,1362.26
1760,109,2,830.62,7.5,1661.24
1761,50,3,154.83,29.3,464.49
1762,53,2,936.26,14.57,1872.52
1762,19,1,1434.19,10.59,1434.19
1762,58,3,868.0,23.46,2604.0
1763,54,3,591.26,21.06,1773.78
1763,86,1,1031.61,23.19,1031.61
1763,101,2,1215.31,29.59,2430.62
1764,51,3,1097.1,29.58,3291.3
1764,36,1,353.81,7.38,353.81
1765,3,2,858.08,16.37,1716.16
1765,53,3,855.03,21.99,2565.09
1766,45,3,505.92,9.17,1517.76
1767,68,2,1334.61,25.65,2669.22
1767,94,2,464.91,29.13,929.82
1767,13,2,1209.34,22.23,2418.68
1767,7,1,517.7,5.18,517.7
1768,48,2,1443.97,15.66,2887.94
1769,59,2,898.73,9.13,1797.46
1769,95,2,921.71,5.47,1843.42
1769,54,3,679.42,9.29,2038.26
1770,104,1,172.87,13.57,172.87
1770,106,3,1424.84,5.33,4274.52
1770,47,3,1269.56,19.95,3808.68
1770,29,2,1024.35,19.41,2048.7
1771,113,2,879.29,24.72,1758.58
1772,54,3,556.48,25.7,1669.44
1773,119,3,714.94,10.3,2144.82
1773,94,3,492.82,24.88,1478.46
1773,89,2,961.19,22.17,1922.38
1773,62,2,458.22,15.3,916.44
1774,97,3,910.59,17.89,2731.77
1774,93,2,550.14,28.46,1100.28
1774,104,1,169.15,15.42,169.15
1775,118,3,1203.53,19.6,3610.59
1775,27,2,886.95,27.24,1773.9
1775,110,3,247.92,20.28,743.76
1776,118,2,1271.71,15.05,2543.42
1776,69,3,238.7,7.84,716.1
1776,53,2,943.93,13.87,1887.86
1777,116,1,1132.48,26.89,1132.48
1777,1,1,893.14,25.76,893.14
1777,2,1,461.29,21.15,461.29
1777,17,1,619.85,13.55,619.85
1778,72,3,948.84,20.86,2846.52
1778,23,2,1434.09,12.29,2868.18
1778,77,2,1456.61,15.41,2913.22
1779,6,2,183.34,24.86,366.68
1779,36,1,324.79,14.98,324.79
1779,80,3,1061.7,15.94,3185.1
1779,41,1,626.34,13.49,626.34
1780,77,3,1410.6,18.08,4231.8
1780,45,3,510.57,8.34,1531.71
1781,92,1,725.94,15.19,725.94
1781,38,3,384.15,23.93,1152.45
1781,2,3,517.06,11.61,1551.18
1782,90,1,1114.98,8.23,1114.98
1782,3,1,862.14,15.97,862.14
1782,21,3,348.13,14.25,1044.39
1782,92,3,746.54,12.79,2239.62
1782,41,1,630.02,12.98,630.02
1783,72,2,909.34,24.16,1818.68
1783,8,3,1411.78,14.75,4235.34
1784,102,1,308.37,24.79,308.37
1784,50,1,167.86,23.35,167.86
1785,9,2,198.83,27.96,397.66
1785,12,2,995.61,29.69,1991.22
1785,74,1,302.54,8.04,302.54
1786,61,2,1256.65,17.76,2513.3
1786,21,2,362.55,10.7,725.1
1787,52,3,664.72,23.86,1994.16
1787,80,3,1037.34,17.87,3112.02
1787,26,3,373.02,13.85,1119.06
1788,91,1,264.04,25.2,264.04
1789,29,3,1123.68,11.59,3371.04
1789,109,1,839.23,6.54,839.23
1789,53,2,1008.1,8.02,2016.2
1790,105,3,1192.37,17.02,3577.11
1790,61,1,1380.59,9.65,1380.59
1790,19,1,1468.27,8.46,1468.27
1791,11,3,1073.2,17.13,3219.6
1791,73,2,754.95,27.55,1509.9
1791,104,2,169.31,15.35,338.62
1791,52,1,635.42,27.21,635.42
1791,26,1,389.83,9.97,389.83
1792,40,3,1593.43,5.21,4780.29
1792,20,3,574.68,29.57,1724.04
1792,89,3,1105.86,10.46,3317.58
1793,96,1,563.73,17.22,563.73
1793,99,1,894.6,26.67,894.6
1793,113,3,963.18,17.54,2889.54
1794,52,3,728.77,16.52,2186.31
1795,76,1,1449.78,8.7,1449.78
1795,96,2,517.31,24.04,1034.62
1795,50,1,190.31,13.1,190.31
1796,79,1,1113.41,29.13,1113.41
1796,87,3,1323.91,9.01,3971.73
1796,39,3,1556.94,13.31,4670.82
1797,102,3,321.04,21.7,963.12
1797,46,1,574.56,27.73,574.56
1797,2,2,442.11,24.43,884.22
1798,18,3,388.94,24.18,1166.82
1799,57,1,907.81,11.0,907.81
1799,16,2,704.58,27.96,1409.16
1800,32,3,1128.06,14.67,3384.18
1800,18,2,421.49,17.84,842.98
1801,101,2,1639.39,5.02,3278.78
1801,28,1,453.05,25.61,453.05
1801,56,2,717.51,20.37,1435.02
1802,96,2,584.62,14.15,1169.24
1803,112,1,1258.98,28.91,1258.98
1803,39,1,1681.51,6.37,1681.51
1804,13,3,1092.33,29.75,3276.99
1804,78,2,1077.96,20.56,2155.92
1804,35,3,180.35,12.02,541.05
1805,71,1,404.87,13.3,404.87
1805,82,3,865.78,20.28,2597.34
1805,83,3,518.96,26.8,1556.88
1806,61,2,1409.06,7.78,2818.12
1806,80,1,897.94,28.9,897.94
1807,41,2,550.21,24.0,1100.42
1807,95,2,907.73,6.9,1815.46
1808,53,1,774.61,29.32,774.61
1808,111,1,1022.61,9.5,1022.61
1808,118,3,1362.96,8.95,4088.88
1809,90,3,1005.03,17.28,3015.09
1809,77,2,1605.94,6.74,3211.88
1809,98,3,881.31,21.1,2643.93
1810,98,2,987.23,11.62,1974.46
1810,110,2,228.65,26.48,457.3
1810,51,1,1272.18,18.35,1272.18
1811,56,2,695.76,22.78,1391.52
1812,83,3,672.07,5.21,2016.21
1812,107,2,902.13,27.31,1804.26
1812,20,3,655.23,19.7,1965.69
1812,33,1,477.68,23.57,477.68
1813,87,2,1314.34,9.67,2628.68
1813,58,2,822.4,27.48,1644.8
1813,12,2,1097.77,22.47,2195.54
1814,106,2,1314.53,12.66,2629.06
1814,4,3,541.2,17.88,1623.6
1814,52,2,625.99,28.29,1251.98
1814,117,1,795.44,11.52,795.44
1815,26,3,317.67,26.63,953.01
1815,92,3,761.03,11.09,2283.09
1815,118,2,1297.28,13.34,2594.56
1815,79,2,1216.74,22.55,2433.48
1816,115,3,398.88,7.88,1196.64
1817,2,2,540.4,7.62,1080.8
1817,89,1,938.05,24.04,938.05
1818,4,2,614.26,6.79,1228.52
1818,10,1,1116.35,26.12,1116.35
1818,101,1,1613.44,6.52,1613.44
1818,82,2,820.96,24.4,1641.92
1819,91,3,277.13,21.49,831.39
1819,20,1,615.83,24.53,615.83
1819,11,2,1064.39,17.81,2128.78
1819,106,1,1390.42,7.61,1390.42
1820,19,2,1418.66,11.55,2837.32
1820,13,1,1186.22,23.72,1186.22
1820,43,1,597.09,25.92,597.09
1820,66,2,1011.52,25.9,2023.04
1821,110,3,273.41,12.09,820.23
1822,14,1,184.5,23.12,184.5
1822,18,2,382.96,25.35,765.92
1823,1,2,896.36,25.49,1792.72
1823,90,1,1128.05,7.16,1128.05
1824,108,1,1192.55,22.56,1192.55
1824,19,2,1363.08,15.02,2726.16
1824,34,2,892.89,24.59,1785.78
1824,37,3,979.45,28.77,2938.35
1825,40,1,1536.39,8.6,1536.39
1826,59,3,750.34,24.13,2251.02
1826,77,3,1445.21,16.07,4335.63
1827,102,1,383.15,6.55,383.15
1827,61,2,1155.98,24.35,2311.96
1827,116,1,1145.99,26.02,1145.99
1827,114,3,786.11,16.73,2358.33
1827,106,3,1124.68,25.27,3374.04
1828,78,3,1073.97,20.86,3221.91
1828,55,1,363.56,6.78,363.56
1828,72,1,1129.86,5.77,1129.86
1828,101,1,1276.86,26.02,1276.86
1829,52,2,785.72,10.0,1571.44
1829,13,3,1430.22,8.02,4290.66
1829,78,3,970.57,28.48,2911.71
1829,70,3,1328.68,21.33,3986.04
1830,112,1,1473.37,16.81,1473.37
1831,87,1,1084.46,25.47,1084.46
1831,10,3,1245.41,17.58,3736.23
1831,7,2,458.68,15.99,917.36
1832,9,1,247.02,10.5,247.02
1832,30,1,749.14,19.71,749.14
1832,38,3,378.81,24.99,1136.43
1833,79,2,1233.0,21.51,2466.0
1833,22,2,563.15,25.11,1126.3
1833,82,2,913.28,15.9,1826.56
1834,27,2,1087.55,10.78,2175.1
1834,28,1,445.73,26.81,445.73
1835,22,3,535.89,28.74,1607.67
1835,115,1,376.17,13.13,376.17
1835,12,1,1056.78,25.37,1056.78
1836,20,3,729.34,10.62,2188.02
1836,76,1,1497.14,5.72,1497.14
1836,70,3,1547.93,8.35,4643.79
1837,78,2,1180.82,12.98,2361.64
1837,119,2,602.73,24.38,1205.46
1838,96,2,514.42,24.46,1028.84
1838,3,1,884.4,13.8,884.4
1839,50,1,195.18,10.88,195.18
1839,7,2,423.94,22.36,847.88
1839,110,3,256.79,17.43,770.37
1839,38,2,446.51,11.58,893.02
1840,9,1,255.0,7.61,255.0
1841,7,3,432.13,20.85,1296.39
1841,45,3,502.86,9.72,1508.58
1842,60,1,1100.76,6.64,1100.76
1842,30,2,664.73,28.75,1329.46
1842,72,3,1094.51,8.71,3283.53
1842,81,3,1547.91,5.27,4643.73
1843,97,1,906.82,18.23,906.82
1843,80,2,1198.71,5.09,2397.42
1844,83,1,527.58,25.59,527.58
1844,50,3,177.43,18.98,532.29
1844,112,1,1497.78,15.43,1497.78
1844,59,3,780.24,21.11,2340.72
1845,102,3,295.74,27.87,887.22
1845,43,3,657.6,18.41,1972.8
1846,40,2,1221.56,27.33,2443.12
1846,33,1,493.48,21.04,493.48
1846,44,3,281.71,6.72,845.13
1847,102,2,292.4,28.68,584.8
1848,13,1,1466.94,5.66,1466.94
1848,3,2,837.93,18.33,1675.86
1848,12,3,1012.12,28.52,3036.36
1849,85,2,746.5,24.44,1493.0
1849,115,2,318.0,26.56,636.0
1850,86,1,971.03,27.7,971.03
1850,4,2,464.49,29.52,928.98
1850,76,3,1453.13,8.49,4359.39
1851,69,2,211.83,18.21,423.66
1851,40,2,1277.2,24.02,2554.4
1851,20,1,773.92,5.16,773.92
1852,32,2,1208.84,8.56,2417.68
1852,119,1,751.48,5.71,751.48
1852,67,3,506.06,11.37,1518.18
1853,15,2,393.51,9.95,787.02
1853,37,2,1135.38,17.43,2270.76
1853,50,1,165.72,24.33,165.72
1854,82,3,789.29,27.32,2367.87
1854,71,3,420.88,9.88,1262.64
1854,13,2,1150.29,26.03,2300.58
1855,58,2,1072.29,5.44,2144.58
1855,25,2,1381.54,5.7,2763.08
1856,67,3,413.03,27.67,1239.09
1857,65,1,1248.35,11.4,1248.35
1857,23,3,1534.87,6.12,4604.61
1858,100,2,315.94,28.68,631.88
1859,63,1,1231.94,24.19,1231.94
1859,113,2,923.58,20.93,1847.16
1860,68,3,1558.69,13.17,4676.07
1860,101,1,1520.05,11.93,1520.05
1860,19,1,1394.07,13.09,1394.07
1860,66,1,1250.26,8.41,1250.26
1861,40,2,1313.71,21.85,2627.42
1861,45,3,436.78,21.58,1310.34
1862,10,1,1244.43,17.64,1244.43
1862,46,2,717.83,9.71,1435.66
1862,11,2,1101.37,14.95,2202.74
1863,6,3,192.39,21.15,577.17
1863,75,1,790.77,6.2,790.77
1863,87,2,1093.54,24.84,2187.08
1864,98,3,881.03,21.13,2643.09
1864,79,2,1463.16,6.86,2926.32
1864,79,1,1161.97,26.04,1161.97
1865,9,2,204.19,26.02,408.38
1865,62,2,437.8,19.08,875.6
1865,55,3,357.53,8.33,1072.59
1865,75,1,768.19,8.87,768.19
1866,1,2,1116.24,7.21,2232.48
1866,81,2,1303.05,20.25,2606.1
1866,21,2,315.07,22.4,630.14
1866,65,2,1193.44,15.3,2386.88
1867,104,2,189.75,5.12,379.5
1867,114,1,882.57,6.51,882.57
1867,59,1,765.05,22.64,765.05
1867,25,2,1278.98,12.7,2557.96
1868,110,1,237.97,23.48,237.97
1868,113,3,924.54,20.84,2773.62
1868,57,1,828.72,18.75,828.72
1868,15,1,346.92,20.61,346.92
1869,21,3,292.64,27.92,877.92
1869,46,1,740.73,6.83,740.73
1869,103,1,238.51,12.63,238.51
1869,16,3,755.52,22.75,2266.56
1870,49,1,1626.09,7.19,1626.09
1870,21,2,291.21,28.27,582.42
1870,56,2,641.15,28.84,1282.3
1870,98,2,888.04,20.5,1776.08
1871,120,3,889.73,7.8,2669.19
1871,3,1,872.86,14.93,872.86
1871,78,1,1264.38,6.83,1264.38
1872,55,1,300.3,23.0,300.3
1872,71,1,356.68,23.62,356.68
1872,1,3,946.55,21.32,2839.65
1873,17,3,540.2,24.66,1620.6
1873,120,1,787.76,18.37,787.76
1873,80,2,1106.31,12.41,2212.62
1873,51,1,1416.9,9.06,1416.9
1874,27,3,956.43,21.54,2869.29
1874,19,2,1422.89,11.29,2845.78
1875,5,2,377.58,19.32,755.16
1875,111,3,865.27,23.43,2595.81
1875,40,3,1365.11,18.79,4095.33
1876,56,3,760.1,15.64,2280.3
1876,48,1,1405.17,17.92,1405.17
1876,103,2,214.95,21.26,429.9
1876,23,3,1521.36,6.95,4564.08
1877,15,2,385.79,11.72,771.58
1878,68,1,1429.09,20.39,1429.09
1878,65,2,1267.14,10.07,2534.28
1879,73,3,863.59,17.12,2590.77
1879,41,3,684.1,5.51,2052.3
1879,103,1,227.14,16.8,227.14
1879,9,2,248.87,9.83,497.74
1880,77,2,1596.04,7.31,3192.08
1880,29,2,1184.07,6.84,2368.14
1880,11,3,981.79,24.19,2945.37
1880,63,3,1180.97,27.33,3542.91
1880,78,2,951.84,29.86,1903.68
1881,3,3,852.21,16.94,2556.63
1881,10,1,1156.5,23.46,1156.5
1881,46,3,577.87,27.31,1733.61
1881,92,3,792.44,7.43,2377.32
1882,82,2,978.34,9.91,1956.68
1882,26,3,355.31,17.94,1065.93
1883,13,1,1268.94,18.4,1268.94
1883,89,1,931.3,24.59,931.3
1883,104,1,141.01,29.49,141.01
1884,53,3,966.72,11.8,2900.16
1884,87,2,1368.19,5.97,2736.38
1885,41,1,541.29,25.24,541.29
1885,41,3,651.89,9.96,1955.67
1885,68,2,1636.71,8.82,3273.42
1885,78,2,1103.38,18.69,2206.76
1886,97,1,1002.16,9.63,1002.16
1886,44,1,253.88,15.93,253.88
1887,2,3,420.66,28.09,1261.98
1887,85,1,847.51,14.22,847.51
1887,47,2,1224.59,22.79,2449.18
1887,12,1,1088.05,23.16,1088.05
1888,43,3,595.98,26.06,1787.94
1888,19,3,1456.14,9.22,4368.42
1888,74,3,254.07,22.78,762.21
1888,93,2,549.32,28.57,1098.64
1889,113,1,913.41,21.8,913.41
1889,14,3,191.26,20.31,573.78
1889,69,3,195.68,24.45,587.04
1889,3,3,905.45,11.75,2716.35
1889,13,3,1292.33,16.89,3876.99
1890,7,1,387.63,29.0,387.63
1890,54,1,609.7,18.6,609.7
1890,54,1,689.95,7.88,689.95
1891,104,2,141.4,29.3,282.8
1891,44,2,219.05,27.47,438.1
1891,71,2,375.01,19.7,750.02
1891,32,3,1120.75,15.22,3362.25
1892,13,3,1273.58,18.1,3820.74
1892,86,1,1018.71,24.15,1018.71
1892,90,1,1145.47,5.72,1145.47
1892,116,3,1461.75,5.63,4385.25
1892,13,2,1397.42,10.13,2794.84
1893,117,2,766.31,14.76,1532.62
1893,6,1,189.68,22.26,189.68
1893,82,1,783.1,27.89,783.1
1894,3,3,881.66,14.07,2644.98
1894,35,2,185.26,9.63,370.52
1894,92,1,661.7,22.7,661.7
1894,6,2,207.06,15.14,414.12
1894,101,3,1231.95,28.62,3695.85
1895,72,3,878.95,26.69,2636.85
1895,88,2,1318.12,13.11,2636.24
1896,24,1,366.77,11.41,366.77
1896,100,2,370.37,16.4,740.74
1896,32,3,956.38,27.66,2869.14
1896,24,1,384.03,7.24,384.03
1897,33,2,443.91,28.97,887.82
1897,42,1,812.19,28.44,812.19
1897,75,1,611.22,27.49,611.22
1897,24,1,367.46,11.24,367.46
1898,35,2,152.18,25.77,304.36
1898,81,1,1372.4,16.01,1372.4
1899,31,3,626.84,22.03,1880.52
1900,55,1,284.88,26.95,284.88
1900,77,3,1533.17,10.97,4599.51
1901,87,3,1285.47,11.65,3856.41
1901,24,2,310.08,25.1,620.16
1902,98,2,783.35,29.87,1566.7
1903,89,3,999.23,19.09,2997.69
1903,42,1,1050.16,7.48,1050.16
1903,51,1,1106.05,29.01,1106.05
1903,65,2,1085.5,22.96,2171.0
1903,2,2,421.11,28.02,842.22
1904,91,3,320.87,9.1,962.61
1904,19,1,1182.88,26.25,1182.88
1905,40,2,1223.8,27.2,2447.6
1905,111,1,863.68,23.57,863.68
1905,15,3,405.55,7.2,1216.65
1906,59,2,817.62,17.33,1635.24
1906,48,2,1250.42,26.96,2500.84
1906,42,1,835.89,26.35,835.89
1906,101,2,1595.79,7.54,3191.58
1907,82,1,995.76,8.31,995.76
1908,58,2,865.58,23.67,1731.16
1908,76,3,1423.92,10.33,4271.76
1908,81,2,1303.31,20.24,2606.62
1909,31,3,758.18,5.7,2274.54
1910,12,1,1318.14,6.91,1318.14
1910,113,1,1080.71,7.47,1080.71
1910,60,3,1074.21,8.89,3222.63
1911,19,2,1490.09,7.1,2980.18
1911,94,1,563.59,14.09,563.59
1912,100,2,387.11,12.62,774.22
1912,2,2,499.84,14.56,999.68
1912,92,1,599.62,29.95,599.62
1913,107,2,912.65,26.46,1825.3
1913,78,1,1170.7,13.73,1170.7
1913,13,1,1251.36,19.53,1251.36
1914,84,1,1161.24,25.51,1161.24
1914,91,3,305.3,13.51,915.9
1914,117,3,701.3,21.99,2103.9
1914,103,1,221.31,18.93,221.31
1915,19,1,1184.41,26.16,1184.41
1915,117,1,633.04,29.58,633.04
