order_id,customer_id,order_date,order_status,order_value,delivery_date,delivery_time_days
2322,264,2024-10-30,Delivered,5584.360000000001,2024-11-04,5
2323,444,2023-04-30,Delivered,2400.54,2023-05-04,4
2324,621,2024-09-22,Delivered,5380.82,2024-09-28,6
2325,500,2024-12-11,Delivered,6005.91,2024-12-17,6
2326,969,2023-08-09,Delivered,4774.65,2023-08-15,6
2327,1530,2024-12-06,Delivered,6824.73,2024-12-08,2
2328,1376,2023-02-16,Delivered,7091.94,2023-02-19,3
2329,1389,2023-10-19,Delivered,5110.59,2023-10-24,5
2330,39,2024-02-29,Delivered,6834.62,2024-03-06,6
2331,948,2024-09-05,Delivered,964.0,2024-09-11,6
2332,199,2023-08-15,Delivered,5759.35,2023-08-20,5
2333,453,2023-03-07,Delivered,992.48,2023-03-11,4
2334,1248,2024-04-16,Delivered,1666.49,2024-04-21,5
2335,674,2024-07-08,Delivered,5082.929999999999,2024-07-14,6
2336,26,2023-12-18,Delivered,3654.34,2023-12-22,4
2337,911,2023-06-05,Delivered,7904.030000000001,2023-06-10,5
2338,432,2024-06-29,Delivered,1761.12,2024-07-03,4
2339,524,2024-02-17,Delivered,8490.34,2024-02-23,6
2340,1982,2023-03-22,Delivered,8111.58,2023-03-27,5
2341,708,2023-03-27,Delivered,3146.44,2023-03-31,4
2342,757,2023-11-08,Delivered,6826.320000000001,2023-11-10,2
2343,1382,2024-04-23,Delivered,3872.83,2024-04-26,3
2344,342,2024-10-01,Delivered,13707.33,2024-10-03,2
2345,1567,2023-01-24,Delivered,4480.08,2023-01-29,5
2346,1524,2024-05-17,Returned,2751.12,2024-05-19,2
2347,1101,2023-05-15,Delivered,3546.44,2023-05-18,3
2348,253,2023-04-10,Delivered,4158.530000000001,2023-04-12,2
2349,227,2024-08-07,Delivered,3932.73,2024-08-10,3
2350,1571,2024-02-15,Delivered,3340.2200000000003,2024-02-18,3
2351,446,2024-03-04,Cancelled,5580.2300000000005,2024-03-06,2
2352,1578,2024-01-07,Delivered,2049.05,2024-01-11,4
2353,1407,2024-10-10,Delivered,6050.88,2024-10-14,4
2354,1097,2024-06-29,Delivered,150.54,2024-07-03,4
2355,1014,2024-04-20,Delivered,2571.03,2024-04-22,2
2356,322,2023-07-01,Delivered,5307.78,2023-07-05,4
2357,343,2024-04-20,Delivered,2535.52,2024-04-24,4
2358,202,2024-01-28,Delivered,922.28,2024-02-03,6
2359,857,2024-02-25,Delivered,1570.44,2024-03-01,5
2360,230,2023-05-22,Delivered,2963.04,2023-05-26,4
2361,165,2024-09-05,Delivered,8579.119999999999,2024-09-08,3
2362,47,2023-11-29,Delivered,6666.17,2023-12-04,5
2363,484,2024-12-01,Delivered,11138.67,2024-12-06,5
2364,1522,2024-09-07,Cancelled,4282.72,2024-09-12,5
2365,1131,2024-06-07,Cancelled,3408.02,2024-06-11,4
2366,331,2024-04-13,Delivered,1947.79,2024-04-15,2
2367,359,2024-04-28,Cancelled,6584.99,2024-05-04,6
2368,661,2023-05-16,Delivered,3412.09,2023-05-21,5
2369,424,2024-08-14,Delivered,4346.74,2024-08-19,5
2370,1236,2024-03-30,Returned,683.41,2024-04-04,5
2371,1993,2024-04-17,Delivered,5156.07,2024-04-23,6
2372,340,2023-06-13,Delivered,6124.66,2023-06-16,3
2373,144,2023-01-08,Delivered,2854.3,2023-01-13,5
2374,833,2024-06-16,Returned,8427.58,2024-06-21,5
2375,145,2024-03-03,Returned,3582.75,2024-03-05,2
2376,1101,2023-05-04,Delivered,4670.1,2023-05-07,3
2377,1094,2023-01-25,Delivered,4122.96,2023-01-27,2
2378,123,2023-10-27,Delivered,6944.98,2023-10-29,2
2379,1486,2023-02-10,Delivered,153.54,2023-02-12,2
2380,1048,2024-10-06,Delivered,6991.860000000001,2024-10-08,2
2381,255,2023-04-17,Delivered,3607.67,2023-04-23,6
2382,1691,2024-08-16,Delivered,3089.37,2024-08-20,4
2383,174,2024-01-11,Delivered,5033.57,2024-01-15,4
2384,1870,2023-09-06,Delivered,8674.3,2023-09-11,5
2385,199,2023-12-04,Delivered,1306.7,2023-12-10,6
2386,504,2023-09-08,Delivered,4521.63,2023-09-14,6
2387,1412,2024-03-31,Delivered,1242.57,2024-04-04,4
2388,529,2024-08-04,Delivered,3375.9700000000003,2024-08-06,2
2389,144,2023-06-01,Delivered,2194.9,2023-06-04,3
2390,380,2024-07-31,Delivered,1558.89,2024-08-02,2
2391,1935,2023-06-12,Delivered,5206.860000000001,2023-06-17,5
2392,1461,2024-03-26,Delivered,2237.91,2024-04-01,6
2393,132,2023-05-31,Delivered,1409.41,2023-06-04,4
2394,527,2024-10-14,Delivered,3241.55,2024-10-19,5
2395,1195,2023-11-07,Delivered,9303.11,2023-11-09,2
2396,373,2024-06-04,Delivered,6550.44,2024-06-06,2
2397,832,2024-05-03,Delivered,5332.26,2024-05-05,2
2398,353,2024-10-21,Delivered,2160.01,2024-10-23,2
2399,644,2024-06-19,Delivered,5760.59,2024-06-25,6
2400,994,2024-10-25,Delivered,2663.87,2024-10-29,4
2401,360,2024-05-10,Cancelled,2191.1,2024-05-15,5
2402,67,2023-12-17,Delivered,4248.9,2023-12-20,3
2403,308,2023-10-12,Delivered,3480.9999999999995,2023-10-16,4
2404,245,2024-10-27,Delivered,4899.42,2024-11-02,6
2405,1167,2024-10-15,Cancelled,572.0699999999999,2024-10-21,6
2406,1733,2024-06-20,Cancelled,2359.5,2024-06-22,2
2407,745,2024-11-11,Delivered,8983.49,2024-11-14,3
2408,1950,2023-12-04,Delivered,7275.41,2023-12-09,5
2409,1970,2024-07-01,Delivered,7057.14,2024-07-04,3
2410,163,2023-02-27,Delivered,3186.16,2023-03-04,5
2411,502,2023-09-20,Delivered,1713.36,2023-09-22,2
2412,251,2023-08-22,Delivered,4949.3,2023-08-24,2
2413,83,2024-09-15,Delivered,3467.94,2024-09-17,2
2414,1522,2023-07-14,Delivered,4699.18,2023-07-20,6
2415,1856,2023-05-16,Delivered,849.36,2023-05-19,3
2416,234,2023-09-07,Delivered,6814.99,2023-09-11,4
2417,951,2023-04-11,Delivered,5083.31,2023-04-17,6
2418,654,2024-10-11,Delivered,6398.67,2024-10-16,5
2419,906,2023-03-27,Delivered,9640.78,2023-03-31,4
2420,221,2024-09-04,Delivered,5760.63,2024-09-07,3
2421,1192,2024-03-16,Cancelled,1449.88,2024-03-22,6
2422,454,2024-10-20,Delivered,6395.89,2024-10-26,6
2423,1259,2024-04-12,Returned,10159.72,2024-04-14,2
2424,834,2024-09-07,Delivered,631.74,2024-09-10,3
2425,674,2024-06-03,Delivered,371.27,2024-06-09,6
2426,1322,2023-11-03,Delivered,5007.72,2023-11-05,2
2427,699,2023-10-09,Delivered,2023.5,2023-10-13,4
2428,1282,2024-03-26,Delivered,4801.38,2024-03-31,5
2429,374,2024-05-14,Delivered,4496.9400000000005,2024-05-20,6
2430,1044,2024-04-26,Delivered,3985.51,2024-04-28,2
2431,443,2024-11-20,Delivered,8276.43,2024-11-25,5
2432,908,2023-12-17,Delivered,1718.3,2023-12-19,2
2433,375,2023-07-18,Delivered,3075.18,2023-07-22,4
2434,437,2023-11-11,Delivered,6513.47,2023-11-14,3
2435,1087,2024-04-28,Delivered,3152.74,2024-05-04,6
2436,1249,2023-08-04,Delivered,3112.89,2023-08-08,4
2437,161,2023-07-16,Delivered,2570.94,2023-07-22,6
2438,1746,2023-06-11,Delivered,1736.94,2023-06-17,6
2439,529,2024-04-30,Delivered,8189.9,2024-05-04,4
2440,1597,2023-10-03,Delivered,1664.36,2023-10-08,5
2441,1914,2023-11-07,Delivered,5430.96,2023-11-09,2
2442,1489,2023-12-29,Delivered,4057.02,2024-01-03,5
2443,631,2024-03-11,Delivered,819.64,2024-03-16,5
2444,12,2024-02-18,Delivered,449.17,2024-02-20,2
2445,1323,2023-05-24,Returned,8824.46,2023-05-30,6
2446,40,2024-12-22,Delivered,6489.99,2024-12-24,2
2447,525,2023-10-29,Delivered,1712.85,2023-11-03,5
2448,438,2024-01-27,Delivered,7513.5,2024-01-30,3
2449,409,2023-08-09,Delivered,1853.08,2023-08-13,4
2450,562,2023-04-20,Delivered,9156.02,2023-04-24,4
2451,492,2024-08-30,Delivered,2296.2,2024-09-04,5
2452,95,2024-11-06,Delivered,9981.5,2024-11-08,2
2453,1447,2024-05-13,Delivered,4950.92,2024-05-18,5
2454,1201,2024-01-20,Delivered,2900.42,2024-01-24,4
2455,351,2023-10-10,Delivered,1159.3,2023-10-12,2
2456,583,2023-04-24,Delivered,4912.5,2023-04-26,2
2457,152,2023-11-29,Returned,3830.94,2023-12-04,5
2458,1689,2023-06-05,Cancelled,5767.98,2023-06-11,6
2459,1176,2023-07-24,Delivered,2177.37,2023-07-26,2
2460,672,2024-08-09,Delivered,1031.17,2024-08-13,4
2461,1141,2024-06-27,Delivered,3390.63,2024-07-01,4
2462,288,2023-03-11,Cancelled,5191.41,2023-03-16,5
2463,1514,2023-11-18,Returned,7764.360000000001,2023-11-22,4
2464,1583,2024-04-01,Delivered,6223.87,2024-04-06,5
2465,658,2024-04-24,Delivered,2012.24,2024-04-28,4
2466,408,2024-11-24,Returned,3630.03,2024-11-29,5
2467,1237,2023-01-24,Delivered,2783.5,2023-01-30,6
2468,876,2024-02-10,Delivered,820.07,2024-02-14,4
2469,1704,2024-06-25,Delivered,1859.07,2024-06-28,3
2470,765,2023-01-17,Delivered,7041.35,2023-01-21,4
2471,1966,2024-05-31,Cancelled,325.88,2024-06-05,5
2472,1104,2024-05-18,Delivered,6112.91,2024-05-21,3
2473,138,2023-03-19,Delivered,2356.58,2023-03-25,6
2474,1599,2023-04-26,Delivered,4622.41,2023-05-02,6
2475,1734,2023-03-31,Delivered,2858.69,2023-04-06,6
2476,1332,2023-07-15,Delivered,2010.92,2023-07-19,4
2477,883,2023-10-11,Delivered,5554.31,2023-10-13,2
2478,1514,2023-06-05,Delivered,7081.459999999999,2023-06-11,6
2479,590,2023-12-14,Delivered,4638.1,2023-12-16,2
2480,1515,2024-03-18,Cancelled,1291.84,2024-03-24,6
2481,602,2023-01-07,Delivered,6437.17,2023-01-13,6
2482,18,2023-08-19,Delivered,2759.32,2023-08-23,4
2483,229,2024-08-21,Delivered,9124.26,2024-08-23,2
2484,938,2024-10-31,Delivered,8471.58,2024-11-06,6
2485,1177,2023-12-30,Cancelled,6601.59,2024-01-02,3
2486,1182,2023-06-06,Delivered,4372.74,2023-06-12,6
2487,316,2023-07-05,Delivered,3847.26,2023-07-10,5
2488,1935,2023-02-10,Delivered,4728.57,2023-02-16,6
2489,1956,2023-03-12,Delivered,1733.58,2023-03-17,5
2490,472,2024-11-04,Delivered,12233.45,2024-11-10,6
2491,869,2023-10-05,Delivered,4274.04,2023-10-10,5
2492,1582,2023-12-30,Delivered,8400.69,2024-01-02,3
2493,1935,2024-03-26,Delivered,4715.16,2024-03-30,4
2494,53,2024-03-30,Cancelled,4853.27,2024-04-01,2
2495,428,2024-01-25,Delivered,5049.19,2024-01-29,4
2496,407,2023-07-30,Delivered,4673.39,2023-08-04,5
2497,256,2023-04-06,Returned,1913.68,2023-04-09,3
2498,1185,2024-06-12,Delivered,10139.44,2024-06-16,4
2499,247,2024-05-15,Delivered,3888.8,2024-05-20,5
2500,649,2024-03-01,Delivered,4883.08,2024-03-07,6
2501,1638,2024-06-03,Delivered,3175.41,2024-06-08,5
2502,230,2024-04-12,Delivered,9910.01,2024-04-18,6
2503,861,2024-02-14,Returned,5996.02,2024-02-18,4
2504,370,2023-11-14,Delivered,4413.66,2023-11-18,4
2505,1737,2024-10-29,Delivered,1464.23,2024-10-31,2
2506,173,2024-10-28,Delivered,4334.639999999999,2024-10-31,3
2507,966,2023-01-17,Returned,3730.28,2023-01-20,3
2508,1326,2023-11-28,Delivered,4388.39,2023-12-03,5
2509,364,2024-08-01,Delivered,1889.28,2024-08-07,6
2510,288,2024-12-12,Delivered,2732.26,2024-12-14,2
2511,215,2024-11-07,Delivered,7948.59,2024-11-10,3
2512,1687,2023-06-11,Delivered,6320.15,2023-06-13,2
2513,532,2023-06-05,Delivered,7358.1,2023-06-07,2
2514,372,2024-01-09,Cancelled,13895.4,2024-01-14,5
2515,167,2023-01-31,Delivered,465.02,2023-02-03,3
2516,1281,2024-01-18,Cancelled,5005.08,2024-01-20,2
2517,658,2023-01-30,Delivered,7341.309999999999,2023-02-03,4
2518,1821,2024-04-26,Delivered,6570.45,2024-04-28,2
2519,1872,2024-02-22,Delivered,7168.53,2024-02-25,3
2520,1226,2024-06-21,Delivered,6326.72,2024-06-27,6
2521,358,2023-08-17,Delivered,147.16,2023-08-22,5
2522,231,2024-05-02,Delivered,1794.4899999999998,2024-05-04,2
2523,1840,2024-07-03,Delivered,4973.1900000000005,2024-07-06,3
2524,1658,2024-10-14,Delivered,6123.24,2024-10-17,3
2525,1843,2023-09-21,Delivered,6227.91,2023-09-25,4
2526,749,2024-09-20,Delivered,5212.72,2024-09-23,3
2527,505,2024-08-07,Delivered,6808.87,2024-08-10,3
2528,266,2023-05-27,Delivered,4265.38,2023-05-29,2
2529,98,2024-02-18,Delivered,3460.83,2024-02-22,4
2530,512,2023-08-20,Delivered,5834.81,2023-08-22,2
2531,617,2023-12-03,Delivered,3260.74,2023-12-07,4
2532,1210,2024-06-16,Delivered,3429.44,2024-06-18,2
2533,547,2023-05-15,Delivered,2856.03,2023-05-18,3
2534,298,2024-08-16,Delivered,1287.36,2024-08-19,3
2535,1532,2024-01-30,Delivered,2024.17,2024-02-05,6
2536,374,2023-01-15,Delivered,6615.54,2023-01-19,4
2537,244,2023-06-15,Delivered,9421.04,2023-06-19,4
2538,493,2024-05-10,Cancelled,7045.74,2024-05-12,2
2539,592,2024-02-20,Delivered,6607.88,2024-02-23,3
2540,1273,2023-09-27,Delivered,8164.05,2023-09-29,2
2541,287,2024-11-02,Delivered,9999.4,2024-11-07,5
2542,691,2023-07-10,Delivered,1270.3,2023-07-16,6
2543,999,2024-07-16,Delivered,8071.2,2024-07-21,5
2544,351,2024-06-15,Delivered,5596.67,2024-06-18,3
2545,874,2024-10-19,Delivered,5764.38,2024-10-21,2
2546,194,2023-08-21,Returned,6460.65,2023-08-23,2
2547,247,2024-07-17,Delivered,1165.82,2024-07-23,6
2548,356,2023-11-11,Delivered,8310.46,2023-11-14,3
2549,1925,2023-03-26,Returned,4686.27,2023-03-28,2
2550,374,2024-02-12,Delivered,2878.9,2024-02-16,4
2551,1047,2023-07-19,Delivered,3453.26,2023-07-22,3
2552,1590,2023-01-18,Delivered,2455.44,2023-01-23,5
2553,1077,2024-09-07,Delivered,2878.02,2024-09-12,5
2554,1087,2024-06-21,Delivered,3592.42,2024-06-26,5
2555,1105,2023-08-24,Delivered,6034.98,2023-08-30,6
2556,342,2024-01-19,Delivered,3546.87,2024-01-24,5
2557,1301,2024-10-11,Cancelled,7379.339999999999,2024-10-13,2
2558,1906,2023-06-05,Delivered,3666.86,2023-06-09,4
2559,869,2023-07-27,Delivered,2791.64,2023-08-02,6
2560,1944,2024-02-15,Delivered,8032.8,2024-02-19,4
2561,1991,2024-03-07,Cancelled,2743.3100000000004,2024-03-09,2
2562,279,2023-11-04,Delivered,2369.04,2023-11-08,4
2563,1139,2024-11-15,Delivered,2962.11,2024-11-18,3
2564,1256,2024-08-31,Returned,3368.25,2024-09-03,3
2565,421,2023-05-24,Delivered,6530.879999999999,2023-05-28,4
2566,1566,2023-09-06,Delivered,6401.42,2023-09-11,5
2567,430,2024-02-05,Delivered,8094.76,2024-02-10,5
2568,718,2023-03-14,Delivered,3818.85,2023-03-18,4
2569,288,2024-02-16,Delivered,2460.58,2024-02-19,3
2570,1935,2024-11-19,Delivered,5360.08,2024-11-23,4
2571,1377,2023-10-10,Delivered,3564.4300000000003,2023-10-13,3
2572,121,2024-06-17,Delivered,3319.3,2024-06-20,3
2573,483,2023-08-26,Delivered,1764.66,2023-08-30,4
2574,256,2024-07-08,Delivered,3339.02,2024-07-14,6
2575,145,2023-12-16,Cancelled,4447.63,2023-12-22,6
2576,84,2024-01-26,Delivered,4773.06,2024-01-30,4
2577,1284,2024-04-22,Delivered,480.3,2024-04-25,3
2578,499,2023-10-26,Delivered,14027.89,2023-11-01,6
2579,372,2023-09-05,Cancelled,232.93,2023-09-10,5
2580,1714,2024-12-19,Returned,5282.96,2024-12-25,6
2581,1307,2023-04-18,Cancelled,8127.009999999999,2023-04-21,3
2582,1483,2023-10-10,Cancelled,6178.27,2023-10-15,5
2583,674,2024-03-05,Delivered,2018.9,2024-03-09,4
2584,731,2023-03-27,Delivered,6742.570000000001,2023-03-31,4
2585,995,2023-09-06,Delivered,2732.34,2023-09-10,4
2586,889,2024-11-12,Delivered,5917.03,2024-11-14,2
2587,1693,2024-12-26,Delivered,3543.24,2025-01-01,6
2588,1159,2024-01-20,Delivered,1466.02,2024-01-24,4
2589,1368,2024-01-27,Delivered,882.89,2024-02-01,5
2590,101,2024-08-12,Delivered,6982.94,2024-08-14,2
2591,489,2024-01-05,Delivered,2043.36,2024-01-09,4
2592,1237,2024-03-07,Delivered,1410.58,2024-03-09,2
2593,82,2023-12-22,Delivered,6393.57,2023-12-26,4
2594,944,2024-08-10,Cancelled,4837.2,2024-08-12,2
2595,409,2024-10-05,Delivered,8083.05,2024-10-11,6
2596,1860,2023-01-27,Delivered,2893.28,2023-01-29,2
2597,337,2023-04-12,Delivered,4860.56,2023-04-18,6
2598,59,2024-04-12,Delivered,7689.46,2024-04-14,2
2599,1677,2024-11-30,Delivered,4291.46,2024-12-06,6
2600,510,2023-10-11,Delivered,11790.78,2023-10-14,3
2601,470,2024-12-16,Returned,11532.31,2024-12-21,5
2602,1626,2023-06-14,Delivered,1906.75,2023-06-17,3
2603,1121,2024-10-25,Delivered,5819.28,2024-10-31,6
2604,714,2023-06-26,Delivered,7726.38,2023-06-28,2
2605,684,2023-12-27,Delivered,1197.12,2024-01-02,6
2606,1713,2023-08-22,Delivered,5096.27,2023-08-28,6
2607,1873,2023-04-03,Delivered,1107.17,2023-04-06,3
2608,1019,2024-10-16,Delivered,7063.070000000001,2024-10-21,5
2609,543,2024-12-25,Delivered,6487.2,2024-12-27,2
2610,897,2024-01-06,Delivered,434.9,2024-01-09,3
2611,662,2023-01-17,Delivered,2768.4,2023-01-22,5
2612,1862,2024-06-02,Delivered,4145.24,2024-06-06,4
2613,1550,2024-07-27,Delivered,3271.52,2024-08-02,6
2614,1425,2023-03-19,Delivered,6376.139999999999,2023-03-24,5
2615,415,2023-09-27,Delivered,992.63,2023-10-03,6
2616,725,2024-02-11,Delivered,1424.22,2024-02-14,3
2617,1731,2023-10-28,Delivered,5012.52,2023-10-31,3
2618,664,2023-08-19,Delivered,643.9,2023-08-22,3
2619,562,2023-06-08,Delivered,544.01,2023-06-13,5
2620,1013,2023-08-18,Delivered,7017.66,2023-08-21,3
2621,503,2023-08-20,Delivered,3033.74,2023-08-26,6
2622,298,2023-01-13,Delivered,6525.639999999999,2023-01-16,3
2623,1757,2024-09-18,Delivered,6228.84,2024-09-22,4
2624,1140,2024-07-18,Returned,4536.08,2024-07-20,2
2625,191,2024-06-15,Delivered,7970.83,2024-06-19,4
2626,1820,2024-02-01,Delivered,3427.92,2024-02-03,2
2627,746,2023-09-27,Delivered,1453.45,2023-10-02,5
2628,1896,2023-08-29,Delivered,2690.87,2023-09-03,5
2629,1963,2024-12-10,Delivered,7616.43,2024-12-14,4
2630,1439,2023-09-10,Delivered,4217.9,2023-09-13,3
2631,198,2024-06-03,Delivered,2984.25,2024-06-07,4
2632,215,2024-09-10,Delivered,3135.39,2024-09-14,4
2633,1438,2024-10-22,Returned,12619.3,2024-10-25,3
2634,459,2024-04-21,Delivered,4204.44,2024-04-24,3
2635,943,2024-09-25,Delivered,1926.42,2024-09-29,4
2636,133,2023-06-25,Delivered,2789.05,2023-06-30,5
2637,1332,2023-02-28,Cancelled,6977.049999999999,2023-03-05,5
2638,1447,2023-06-01,Delivered,4743.93,2023-06-05,4
2639,1956,2023-10-10,Delivered,6837.45,2023-10-12,2
2640,1491,2023-01-29,Delivered,4440.97,2023-02-01,3
2641,1443,2023-05-17,Returned,1854.22,2023-05-20,3
2642,926,2023-11-14,Delivered,4275.81,2023-11-19,5
2643,677,2023-08-27,Delivered,2150.6800000000003,2023-09-01,5
2644,1938,2024-02-21,Delivered,8271.1,2024-02-26,5
2645,1396,2024-08-23,Delivered,7846.049999999999,2024-08-25,2
2646,55,2024-12-30,Delivered,7647.059999999999,2025-01-05,6
2647,1587,2023-03-14,Delivered,6725.52,2023-03-18,4
2648,1496,2023-06-15,Delivered,6571.400000000001,2023-06-17,2
2649,1232,2023-07-03,Delivered,8726.71,2023-07-09,6
2650,507,2023-05-03,Delivered,9860.78,2023-05-08,5
2651,414,2024-08-10,Delivered,2935.72,2024-08-15,5
2652,1649,2024-02-22,Delivered,3682.83,2024-02-25,3
2653,1736,2023-12-18,Delivered,3455.13,2023-12-24,6
2654,364,2024-12-25,Delivered,4039.32,2024-12-31,6
2655,186,2023-07-08,Delivered,1314.39,2023-07-13,5
2656,720,2024-10-24,Delivered,7282.530000000001,2024-10-30,6
2657,1540,2023-04-07,Delivered,1135.69,2023-04-13,6
2658,63,2024-07-24,Delivered,5868.26,2024-07-28,4
2659,346,2023-01-02,Returned,883.36,2023-01-04,2
2660,10,2023-12-01,Delivered,6077.4400000000005,2023-12-06,5
2661,582,2024-07-30,Delivered,1764.76,2024-08-04,5
2662,177,2023-07-13,Delivered,1543.61,2023-07-19,6
2663,1097,2023-08-12,Returned,2695.92,2023-08-16,4
2664,159,2024-09-06,Delivered,5132.31,2024-09-10,4
2665,452,2024-12-24,Delivered,4799.94,2024-12-30,6
2666,1040,2023-06-02,Delivered,5116.7,2023-06-06,4
2667,1275,2023-02-09,Cancelled,3360.01,2023-02-15,6
2668,1626,2023-05-04,Delivered,1167.88,2023-05-06,2
2669,597,2023-04-21,Delivered,6094.87,2023-04-27,6
2670,531,2023-06-21,Cancelled,6790.07,2023-06-24,3
2671,1236,2023-06-08,Returned,5213.32,2023-06-14,6
2672,1921,2024-04-10,Cancelled,1019.38,2024-04-13,3
2673,797,2024-04-03,Cancelled,3450.2,2024-04-06,3
2674,135,2023-12-13,Delivered,2193.21,2023-12-18,5
2675,503,2023-07-12,Delivered,1952.46,2023-07-14,2
2676,61,2024-05-06,Delivered,7261.35,2024-05-10,4
2677,1450,2024-08-28,Delivered,5575.03,2024-09-01,4
2678,1359,2024-11-01,Delivered,5036.22,2024-11-07,6
2679,1178,2024-12-20,Delivered,4855.11,2024-12-26,6
2680,1119,2024-10-20,Delivered,4306.4400000000005,2024-10-23,3
2681,918,2023-07-22,Delivered,2599.47,2023-07-25,3
2682,828,2024-03-21,Delivered,686.68,2024-03-24,3
2683,1007,2023-04-17,Delivered,6334.950000000001,2023-04-23,6
2684,797,2023-11-10,Delivered,5337.47,2023-11-15,5
2685,589,2024-12-01,Delivered,2954.34,2024-12-05,4
2686,86,2023-07-12,Cancelled,3706.59,2023-07-15,3
2687,1204,2024-08-07,Delivered,624.13,2024-08-10,3
2688,1514,2023-02-19,Delivered,3390.99,2023-02-23,4
2689,311,2024-01-30,Delivered,4873.77,2024-02-04,5
2690,108,2024-12-01,Cancelled,2781.42,2024-12-05,4
2691,1074,2023-07-02,Delivered,2235.42,2023-07-07,5
2692,92,2023-08-08,Delivered,9531.33,2023-08-12,4
2693,1828,2023-08-15,Delivered,2210.28,2023-08-18,3
2694,209,2024-05-22,Delivered,3613.58,2024-05-24,2
2695,32,2023-02-16,Cancelled,3231.92,2023-02-21,5
2696,1412,2023-04-30,Cancelled,9580.16,2023-05-03,3
2697,247,2024-11-06,Delivered,4000.9,2024-11-11,5
2698,363,2024-02-04,Delivered,8942.96,2024-02-09,5
2699,1716,2024-02-16,Delivered,1558.92,2024-02-19,3
2700,253,2024-09-28,Delivered,4170.37,2024-09-30,2
2701,866,2024-11-27,Delivered,6481.67,2024-12-01,4
2702,1283,2023-11-14,Delivered,5971.64,2023-11-19,5
2703,1509,2023-10-07,Delivered,5046.639999999999,2023-10-11,4
2704,424,2024-01-22,Delivered,7063.09,2024-01-24,2
2705,1673,2024-05-14,Delivered,708.54,2024-05-20,6
2706,405,2023-02-12,Delivered,1443.61,2023-02-16,4
2707,1358,2024-12-07,Delivered,2320.04,2024-12-11,4
2708,237,2023-06-12,Cancelled,1719.75,2023-06-17,5
2709,376,2024-07-03,Delivered,4000.68,2024-07-07,4
2710,526,2024-11-28,Delivered,3462.03,2024-12-04,6
2711,584,2024-07-03,Delivered,8511.27,2024-07-08,5
2712,536,2023-04-22,Delivered,7450.309999999999,2023-04-28,6
2713,1814,2023-07-26,Returned,2380.8,2023-07-29,3
2714,1020,2023-07-25,Delivered,6496.35,2023-07-28,3
2715,961,2024-05-05,Delivered,4582.83,2024-05-08,3
2716,1707,2024-02-02,Delivered,3457.41,2024-02-04,2
2717,1652,2023-03-11,Delivered,3466.98,2023-03-17,6
2718,898,2023-05-27,Delivered,1299.5,2023-05-31,4
2719,1358,2024-05-30,Delivered,7151.879999999999,2024-06-04,5
2720,216,2023-11-22,Delivered,11183.49,2023-11-28,6
2721,157,2023-12-16,Cancelled,7659.87,2023-12-21,5
2722,360,2023-12-25,Delivered,2035.08,2023-12-29,4
2723,116,2024-02-05,Delivered,3189.4800000000005,2024-02-09,4
2724,1036,2023-03-07,Delivered,347.2,2023-03-13,6
2725,688,2024-11-04,Delivered,4375.87,2024-11-09,5
2726,452,2023-03-13,Delivered,6118.71,2023-03-15,2
2727,590,2024-07-24,Delivered,2047.44,2024-07-30,6
2728,651,2023-02-28,Delivered,2651.03,2023-03-02,2
2729,531,2024-07-01,Delivered,1899.79,2024-07-03,2
2730,1483,2023-11-26,Delivered,3588.43,2023-12-02,6
2731,107,2024-12-01,Delivered,3199.23,2024-12-05,4
2732,1153,2023-03-01,Delivered,2081.01,2023-03-07,6
2733,246,2023-08-18,Delivered,5423.43,2023-08-22,4
2734,559,2023-03-17,Delivered,1178.7,2023-03-23,6
2735,976,2024-08-08,Delivered,4914.65,2024-08-10,2
2736,1262,2024-02-01,Delivered,2725.16,2024-02-05,4
2737,1399,2024-05-17,Delivered,5215.32,2024-05-22,5
2738,1304,2024-04-10,Delivered,5680.76,2024-04-16,6
2739,931,2024-07-03,Cancelled,4880.29,2024-07-06,3
2740,588,2024-10-14,Delivered,11014.84,2024-10-17,3
2741,796,2023-09-21,Cancelled,6876.71,2023-09-26,5
2742,43,2024-03-18,Delivered,4915.4,2024-03-22,4
2743,471,2024-02-25,Delivered,733.14,2024-02-29,4
2744,465,2024-02-16,Delivered,1174.21,2024-02-18,2
2745,427,2024-02-20,Delivered,3931.55,2024-02-23,3
2746,1503,2024-04-08,Delivered,3281.52,2024-04-10,2
2747,745,2023-12-12,Delivered,4427.46,2023-12-17,5
2748,1482,2024-06-26,Delivered,1913.22,2024-06-28,2
2749,392,2024-08-05,Delivered,5030.120000000001,2024-08-10,5
2750,1351,2024-09-25,Delivered,8564.65,2024-09-30,5
2751,1767,2024-02-23,Delivered,3670.37,2024-02-28,5
2752,805,2023-05-25,Delivered,7974.57,2023-05-27,2
2753,927,2023-11-04,Cancelled,4472.6,2023-11-08,4
2754,1782,2024-09-30,Delivered,3399.33,2024-10-04,4
2755,346,2024-07-18,Cancelled,693.83,2024-07-24,6
2756,1920,2024-06-13,Delivered,466.76,2024-06-17,4
2757,49,2024-12-11,Delivered,1466.44,2024-12-15,4
2758,353,2023-10-07,Returned,9082.83,2023-10-12,5
2759,1576,2023-06-09,Delivered,2610.56,2023-06-14,5
2760,1641,2023-07-22,Delivered,6168.380000000001,2023-07-27,5
2761,504,2023-05-14,Delivered,948.54,2023-05-17,3
